contest,domain,problem,plan,initial_actions,initial_cost,variables,operators,a_variable,a_cluster,sd_flex,sd_time,bsd1_flex,bsd1_cost,bsd1_time,bd_flex,bd_time,t_bsd2_flex,t_bsd2_time,mr_props,mr_clauses,t_mr_flex,t_mr_time,mrr_props,mrr_clauses,t_mrr_flex,t_mrr_time
ipc6,cyber-security,instance-15,sas_plan.1,41,7,691,14245,0,0,0.041835,0.235993,0.041835,7,1.490475,0.475034,1.858368,0.475034,2.217275,2926,71957,0.047,4.731, , , , 
ipc6,cyber-security,instance-16,sas_plan.1,41,1039,685,14163,0,0,0.041835,0.235993,0.041835,1039,1.470224,0.475034,1.84218,0.475034,2.198316,2927,71961,0.047,4.891, , , , 
ipc6,cyber-security,instance-16,sas_plan.2,53,211,685,14163,0,0,0.009412,0.271994,0.009412,211,3.830515,0.338824,5.114505,0.338824,5.745751,6264,159213,0.011,10.955, , , , 
ipc6,cyber-security,instance-17,sas_plan.1,41,139,685,14163,0,0,0.041835,0.247991,0.041835,139,1.618471,0.475034,2.014537,0.475034,2.395956,2927,71961,0.047,4.99, , , , 
ipc6,cyber-security,instance-18,sas_plan.1,41,1039,685,14163,0,0,0.041835,0.243164,0.041835,1039,1.529529,0.475034,1.909442,0.475034,2.27719,2927,71961,0.047,4.803, , , , 
ipc6,cyber-security,instance-18,sas_plan.2,40,98,685,14163,0,0,0.002845,0.239983,0.002845,98,1.233869,0.398293,1.693483,0.398293,1.956493,3603,69967,0.006,5.346, , , , 
ipc6,cyber-security,instance-19,sas_plan.1,41,1039,685,14163,0,0,0.041835,0.235994,0.041835,1039,1.498893,0.475034,1.866822,0.475034,2.222655,2927,71961,0.047,4.515, , , , 
ipc6,cyber-security,instance-2,sas_plan.1,41,10,685,14163,0,0,0.041835,0.235996,0.041835,10,1.510472,0.475034,1.894406,0.475034,2.260705,2927,71961,0.047,4.786, , , , 
ipc6,cyber-security,instance-20,sas_plan.1,41,1039,685,14163,0,0,0.041835,0.232,0.041835,1039,1.462829,0.475034,1.810766,0.475034,2.16165,2927,71961,0.047,4.702, , , , 
ipc6,cyber-security,instance-21,sas_plan.1,38,106,328,8862,0,0,0.006349,0.115999,0.006349,106,0.987916,0.511111,1.347811,0.511111,1.485203,2884,58855,0.011,5.306, , , , 
ipc6,cyber-security,instance-22,sas_plan.1,38,996,328,8862,0,0,0.006349,0.10799,0.006349,996,0.92398,0.511111,1.271977,0.511111,1.403087,2884,58855,0.011,5.158, , , , 
ipc6,cyber-security,instance-23,sas_plan.1,34,1032,214,609,0,0,0.068548,0.047884,0.068548,1032,0.715617,0.510081,0.923556,0.510081,1.094616,1699,40202,0.069,0.879, , , , 
ipc6,cyber-security,instance-23,sas_plan.2,42,160,214,609,0,0,0.008974,0.063166,0.008974,160,1.623122,0.311538,2.27911,0.311538,2.526751,3388,78444,0.012,2.441, , , , 
ipc6,cyber-security,instance-24,sas_plan.1,33,1021,139,412,0,0,0.058065,0.03594,0.058065,1021,0.675907,0.477419,0.863859,0.477419,1.010942,1597,36773,0.065,0.789, , , , 
ipc6,cyber-security,instance-25,sas_plan.1,33,61,112,361,0,0,0.002151,0.027621,0.002151,61,0.439564,0.582796,0.687549,0.582796,0.748023,2348,37735,0.017,14.211, , , , 
ipc6,cyber-security,instance-25,sas_plan.2,29,57,109,361,0,0,0.002849,0.019993,0.002849,57,0.207952,0.464387,0.339942,0.464387,0.390696,1696,25348,0.011,1.528, , , , 
ipc6,cyber-security,instance-26,sas_plan.1,38,76,134,612,0,0,0.006349,0.043972,0.006349,76,1.451924,0.609524,1.838381,0.609524,1.939036,2956,59181,0.017,36.799, , , , 
ipc6,cyber-security,instance-26,sas_plan.2,34,72,134,612,0,0,0.008065,0.035996,0.008065,72,0.751835,0.516129,0.975824,0.516129,1.059776,2227,42212,0.014,2.329, , , , 
ipc6,cyber-security,instance-27,sas_plan.1,58,86,328,6790,0,0,0.033766,0.200429,0.033766,86,7.148254,0.514286,8.980207,0.514286,9.808701,5972,201658,0.038,1799.965, , , , 
ipc6,cyber-security,instance-27,sas_plan.2,57,85,328,6790,0,0,0.034343,0.183977,0.034343,85,6.493837,0.496296,8.177732,0.496296,9.026205,5741,191411,0.036,474.468, , , , 
ipc6,cyber-security,instance-28,sas_plan.1,72,1910,298,8535,0,0,0.014493,0.291972,0.014493,1910,25.465932,0.310145,30.305778,0.310145,31.568493,10744,389345,0.017,1799.486, , , , 
ipc6,cyber-security,instance-28,sas_plan.2,62,1900,298,8535,0,0,0.020904,0.207841,0.020904,1900,7.767547,0.444068,10.279485,0.444068,11.048436,7637,248946,0.021,1799.013, , , , 
ipc6,cyber-security,instance-28,sas_plan.3,61,1899,298,8535,0,0,0.02104,0.211999,0.02104,1899,10.959335,0.130333,13.519192,0.130333,14.487025,7199,236540,0.023,221.011, , , , 
ipc6,cyber-security,instance-28,sas_plan.4,60,1898,298,8535,0,0,0.019964,0.199993,0.019964,1898,8.931573,0.199032,11.087508,0.199032,11.923574,7054,225593,0.023,199.367, , , , 
ipc6,cyber-security,instance-29,sas_plan.1,63,1911,312,8684,0,0,0.019126,0.235998,0.019126,1911,8.547827,0.442077,11.359791,0.442077,12.257035,8398,262976,0.019,1799.069, , , , 
ipc6,cyber-security,instance-3,sas_plan.1,41,100,685,14163,0,0,0.041835,0.235995,0.041835,100,1.532495,0.475034,1.907913,0.475034,2.334504,2927,71961,0.047,4.52, , , , 
ipc6,cyber-security,instance-3,sas_plan.2,40,6,685,14163,0,0,0.002845,0.223977,0.002845,6,1.114984,0.398293,1.542908,0.398293,1.850813,3603,69967,0.006,6.141, , , , 
ipc6,cyber-security,instance-30,sas_plan.1,41,109,691,14245,0,0,0.041835,0.259978,0.041835,109,1.626464,0.475034,2.014383,0.475034,2.395119,2926,71957,0.047,4.526, , , , 
ipc6,cyber-security,instance-4,sas_plan.1,41,100,685,14163,0,0,0.041835,0.255993,0.041835,100,1.598578,0.475034,1.982546,0.475034,2.380821,2927,71961,0.047,4.765, , , , 
ipc6,cyber-security,instance-5,sas_plan.1,41,100,685,14163,0,0,0.041835,0.235971,0.041835,100,1.482449,0.475034,1.854279,0.475034,2.213783,2927,71961,0.047,4.644, , , , 
ipc6,cyber-security,instance-6,sas_plan.1,38,7,328,8862,0,0,0.006349,0.107989,0.006349,7,0.920011,0.511111,1.240012,0.511111,1.372961,2884,58855,0.011,5.745, , , , 
ipc6,cyber-security,instance-7,sas_plan.1,38,96,328,8862,0,0,0.006349,0.111999,0.006349,96,0.923995,0.511111,1.259932,0.511111,1.391681,2884,58855,0.011,5.347, , , , 
ipc6,cyber-security,instance-8,sas_plan.1,34,100,214,609,0,0,0.068548,0.046188,0.068548,100,0.735843,0.510081,0.951836,0.510081,1.14309,1699,40202,0.069,1.032, , , , 
ipc6,cyber-security,instance-8,sas_plan.2,42,12,214,609,0,0,0.008974,0.06399,0.008974,12,1.571878,0.311538,2.271819,0.401691,4.521038,3388,78444,0.012,2.554, , , , 
ipc6,cyber-security,instance-9,sas_plan.1,33,99,138,412,0,0,0.058065,0.035999,0.058065,99,0.635985,0.477419,0.803898,0.477419,0.956393,1597,36773,0.065,0.813, , , , 
ipc6,elevator,instance-1,sas_plan.1,22,66,12,482,4,2,0.231579,0.007999,0.231579,66,0.031999,0.231579,0.039999,0.231579,0.063995,592,9784,0.232,0.531,6600,66698,0.4,1799.495
ipc6,elevator,instance-1,sas_plan.1,22,66,12,482,4,2,0.231579,0.007999,0.231579,66,0.031999,0.231579,0.039999,0.231579,0.063995,592,9784,0.232,0.531,6600,66698,0.4,1799.495
ipc6,elevator,instance-1,sas_plan.2,22,65,12,482,4,2,0.347368,0.011862,0.347368,65,0.027862,0.347368,0.039862,0.347368,0.059862,595,9792,0.347,0.537,6600,66698,0.442,1799.297
ipc6,elevator,instance-1,sas_plan.2,22,65,12,482,4,2,0.347368,0.011862,0.347368,65,0.027862,0.347368,0.039862,0.347368,0.059862,595,9792,0.347,0.537,6600,66698,0.442,1799.297
ipc6,elevator,instance-1,sas_plan.3,22,64,12,482,4,2,0.115789,0.01172,0.115789,64,0.035686,0.126316,0.051686,0.126316,0.079594,601,9814,0.116,0.534,6600,66698,0.442,1799.374
ipc6,elevator,instance-1,sas_plan.3,22,64,12,482,4,2,0.115789,0.01172,0.115789,64,0.035686,0.126316,0.051686,0.126316,0.079594,601,9814,0.116,0.534,6600,66698,0.442,1799.374
ipc6,elevator,instance-1,sas_plan.4,21,62,12,482,4,2,0.321637,0.007999,0.321637,62,0.024009,0.321637,0.031977,0.321637,0.051903,547,8508,0.322,0.522,5940,59832,0.409,1799.269
ipc6,elevator,instance-1,sas_plan.4,21,62,12,482,4,2,0.321637,0.007999,0.321637,62,0.024009,0.321637,0.031977,0.321637,0.051903,547,8508,0.322,0.522,5940,59832,0.409,1799.269
ipc6,elevator,instance-1,sas_plan.5,20,56,12,482,4,2,0.183007,0.011929,0.183007,56,0.02389,0.183007,0.032944,0.183007,0.04772,506,7362,0.183,0.522,5359,53722,0.229,1799.256
ipc6,elevator,instance-1,sas_plan.5,20,56,12,482,4,2,0.183007,0.011929,0.183007,56,0.02389,0.183007,0.032944,0.183007,0.04772,506,7362,0.183,0.522,5359,53722,0.229,1799.256
ipc6,elevator,instance-1,sas_plan.6,20,52,12,482,4,2,0.045752,0.007999,0.045752,52,0.029378,0.045752,0.035835,0.045752,0.055835,495,7322,0.046,0.51,5359,53722,0.046,1799.243
ipc6,elevator,instance-1,sas_plan.6,20,52,12,482,4,2,0.045752,0.007999,0.045752,52,0.029378,0.045752,0.035835,0.045752,0.055835,495,7322,0.046,0.51,5359,53722,0.046,1799.243
ipc6,elevator,instance-10,sas_plan.1,83,314,21,1382,4,2,0.475,0.255989,0.475,314,4.607834,0.525,8.459792,0.525,11.457178,10993,567240,0.502,1799.891, , , , 
ipc6,elevator,instance-11,sas_plan.1,41,162,16,1690,4,2,0.287449,0.047987,0.287449,162,0.271904,0.295547,0.387892,0.295547,0.61572,2366,66767,0.317,0.99,38648,454265,0.432,1799.994
ipc6,elevator,instance-11,sas_plan.1,41,162,16,1690,4,2,0.287449,0.047987,0.287449,162,0.271904,0.295547,0.387892,0.295547,0.61572,2366,66767,0.317,0.99,38648,454265,0.432,1799.994
ipc6,elevator,instance-11,sas_plan.2,41,155,16,1690,4,2,0.110661,0.047987,0.110661,155,0.383923,0.272605,0.511922,0.272605,0.818975,2433,67025,0.286,1.461,38648,454265,0.448,1799.858
ipc6,elevator,instance-11,sas_plan.2,41,155,16,1690,4,2,0.110661,0.047987,0.110661,155,0.383923,0.272605,0.511922,0.272605,0.818975,2433,67025,0.286,1.461,38648,454265,0.448,1799.858
ipc6,elevator,instance-11,sas_plan.3,38,115,16,1690,4,2,0.053968,0.039986,0.053968,115,0.323924,0.053968,0.387918,0.053968,0.691826,2090,53265,0.054,0.774,32456,383378,0.373,1808.658
ipc6,elevator,instance-11,sas_plan.3,38,115,16,1690,4,2,0.053968,0.039986,0.053968,115,0.323924,0.053968,0.387918,0.053968,0.691826,2090,53265,0.054,0.774,32456,383378,0.373,1808.658
ipc6,elevator,instance-11,sas_plan.4,35,110,16,1690,4,2,0.198864,0.039568,0.198864,110,0.203523,0.198864,0.246955,0.198864,0.407603,1679,41183,0.199,0.688,27533,325010,0.267,1799.529
ipc6,elevator,instance-11,sas_plan.4,35,110,16,1690,4,2,0.198864,0.039568,0.198864,110,0.203523,0.198864,0.246955,0.198864,0.407603,1679,41183,0.199,0.688,27533,325010,0.267,1799.529
ipc6,elevator,instance-11,sas_plan.5,35,109,16,1690,4,2,0.217803,0.039877,0.217803,109,0.185002,0.217803,0.223535,0.217803,0.370466,1673,41163,0.218,0.692,27533,325010,0.254,1799.669
ipc6,elevator,instance-11,sas_plan.5,35,109,16,1690,4,2,0.217803,0.039877,0.217803,109,0.185002,0.217803,0.223535,0.217803,0.370466,1673,41163,0.218,0.692,27533,325010,0.254,1799.669
ipc6,elevator,instance-11,sas_plan.6,35,95,16,1690,4,2,0.068182,0.039992,0.068182,95,0.227919,0.068182,0.271797,0.068182,0.467777,1663,41123,0.068,0.657,27533,325010,0.32,1799.612
ipc6,elevator,instance-11,sas_plan.6,35,95,16,1690,4,2,0.068182,0.039992,0.068182,95,0.227919,0.068182,0.271797,0.068182,0.467777,1663,41123,0.068,0.657,27533,325010,0.32,1799.612
ipc6,elevator,instance-11,sas_plan.7,34,91,16,1690,4,2,0.201613,0.035985,0.201613,91,0.171963,0.201613,0.211963,0.201613,0.347937,1585,37721,0.202,0.655,26146,308098,0.254,1799.434
ipc6,elevator,instance-11,sas_plan.7,34,91,16,1690,4,2,0.201613,0.035985,0.201613,91,0.171963,0.201613,0.211963,0.201613,0.347937,1585,37721,0.202,0.655,26146,308098,0.254,1799.434
ipc6,elevator,instance-12,sas_plan.1,60,334,18,2066,4,2,0.430732,0.107993,0.430732,334,1.015977,0.469449,1.722979,0.469449,2.210542,4440,177979,0.451,7.616,100153,1175867,0.54,1800.653
ipc6,elevator,instance-12,sas_plan.1,60,334,18,2066,4,2,0.430732,0.107993,0.430732,334,1.015977,0.469449,1.722979,0.469449,2.210542,4440,177979,0.451,7.616,100153,1175867,0.54,1800.653
ipc6,elevator,instance-12,sas_plan.2,68,319,18,2066,4,2,0.320746,0.151985,0.320746,319,2.655937,0.354779,3.703926,0.354779,6.485705,6728,309002,0.337,1799.933, , , , 
ipc6,elevator,instance-12,sas_plan.3,65,270,18,2066,4,2,0.28213,0.139999,0.28213,270,2.591942,0.32002,3.695925,0.32002,5.435912,6014,269169,0.349,68.546, , , , 
ipc6,elevator,instance-12,sas_plan.4,59,234,18,2066,4,2,0.268797,0.108,0.268797,234,1.835942,0.303885,2.171942,0.303885,3.194814,4733,200084,0.292,3.57,103353,1181677,0.405,1802.911
ipc6,elevator,instance-12,sas_plan.4,59,234,18,2066,4,2,0.268797,0.108,0.268797,234,1.835942,0.303885,2.171942,0.303885,3.194814,4733,200084,0.292,3.57,103353,1181677,0.405,1802.911
ipc6,elevator,instance-12,sas_plan.5,60,217,18,2066,4,2,0.294616,0.111964,0.294616,217,1.73156,0.303085,2.419375,0.303085,4.194744,5038,211059,0.295,4.671, , , , 
ipc6,elevator,instance-12,sas_plan.6,48,130,18,2066,4,2,0.224155,0.071973,0.224155,130,0.699786,0.224155,0.827765,0.224155,1.455588,3387,108144,0.224,1.137, , , , 
ipc6,elevator,instance-13,sas_plan.1,64,298,20,2442,4,2,0.39926,0.127999,0.39926,298,1.707913,0.415124,2.147899,0.415124,3.567847,5299,254858,0.436,9.387,127158,1459842,0.51,1800.852
ipc6,elevator,instance-13,sas_plan.1,64,298,20,2442,4,2,0.39926,0.127999,0.39926,298,1.707913,0.415124,2.147899,0.415124,3.567847,5299,254858,0.436,9.387,127158,1459842,0.51,1800.852
ipc6,elevator,instance-13,sas_plan.10,58,136,20,2442,4,2,0.057143,0.115999,0.057143,136,2.527936,0.057143,2.875923,0.057143,5.263773,5189,198698,0.057,1.45, , , , 
ipc6,elevator,instance-13,sas_plan.2,65,269,20,2442,4,2,0.392217,0.131999,0.392217,269,1.727821,0.403994,2.471807,0.403994,4.027759,5146,265891,0.397,9.116,128211,1493712,0.622,1799.916
ipc6,elevator,instance-13,sas_plan.2,65,269,20,2442,4,2,0.392217,0.131999,0.392217,269,1.727821,0.403994,2.471807,0.403994,4.027759,5146,265891,0.397,9.116,128211,1493712,0.622,1799.916
ipc6,elevator,instance-13,sas_plan.3,66,254,20,2442,4,2,0.350694,0.14399,0.350694,254,2.327948,0.377976,3.207932,0.378472,6.534387,5807,280386,0.441,8.464,137919,1588312,0.546,1799.896
ipc6,elevator,instance-13,sas_plan.3,66,254,20,2442,4,2,0.350694,0.14399,0.350694,254,2.327948,0.377976,3.207932,0.378472,6.534387,5807,280386,0.441,8.464,137919,1588312,0.546,1799.896
ipc6,elevator,instance-13,sas_plan.4,61,221,20,2442,4,2,0.382817,0.120001,0.382817,221,1.423962,0.405026,1.975959,0.405026,3.472022,4902,220726,0.399,3.538,115759,1324172,0.571,1799.964
ipc6,elevator,instance-13,sas_plan.4,61,221,20,2442,4,2,0.382817,0.120001,0.382817,221,1.423962,0.405026,1.975959,0.405026,3.472022,4902,220726,0.399,3.538,115759,1324172,0.571,1799.964
ipc6,elevator,instance-13,sas_plan.5,63,199,20,2442,4,2,0.344262,0.127999,0.344262,199,1.887948,0.348634,2.411946,0.348634,4.102887,5432,244130,0.344,4.038, , , , 
ipc6,elevator,instance-13,sas_plan.6,56,154,20,2442,4,2,0.140461,0.099988,0.140461,154,1.879884,0.140461,2.127874,0.140461,3.907824,4691,172501,0.167,2.172, , , , 
ipc6,elevator,instance-13,sas_plan.7,57,149,20,2442,4,2,0.148822,0.108,0.148822,149,1.987895,0.148822,2.307888,0.148822,4.199773,5071,182772,0.172,2.342, , , , 
ipc6,elevator,instance-13,sas_plan.8,54,148,20,2442,4,2,0.199849,0.091937,0.199849,148,1.375538,0.199849,1.543537,0.199849,2.834969,3899,152818,0.2,1.89, , , , 
ipc6,elevator,instance-13,sas_plan.9,57,141,20,2442,4,2,0.053199,0.107979,0.053199,141,2.359911,0.053199,2.659904,0.053199,4.899861,4806,187864,0.053,1.952, , , , 
ipc6,elevator,instance-14,sas_plan.1,82,346,22,2818,4,2,0.378481,0.267998,0.378481,346,6.207896,0.386709,7.807874,0.386709,11.81421,9815,543524,0.435,1043.527, , , , 
ipc6,elevator,instance-15,sas_plan.1,103,677,24,3194,4,2,0.446337,0.492611,0.446337,677,11.286299,0.458812,16.60943,0.465541,26.805163,14482,979321,0.483,1799.513, , , , 
ipc6,elevator,instance-15,sas_plan.2,138,585,24,3194,4,2,0.254466,1.595967,0.254466,585,118.710744,0.331808,152.066279,0.331808,1800,39853,2615746,0.266,1799.484, , , , 
ipc6,elevator,instance-15,sas_plan.3,120,459,24,3194,4,2,0.282631,0.9598,0.282631,459,55.12467,0.322613,72.573001,0.332557,89.843986,28381,1739692,0.291,1800.064, , , , 
ipc6,elevator,instance-15,sas_plan.4,106,341,24,3194,4,2,0.273898,0.663984,0.273898,341,36.78719,0.32823,45.999,0.32823,55.780303,19880,1191296,0.295,1799.507, , , , 
ipc6,elevator,instance-15,sas_plan.5,96,287,24,3194,4,2,0.16129,0.483978,0.16129,287,27.283525,0.164951,32.743446,0.164951,54.135087,15410,881517,0.194,82.852, , , , 
ipc6,elevator,instance-16,sas_plan.1,90,397,26,3570,4,2,0.420324,0.359991,0.420324,397,11.523396,0.429728,12.999264,0.429728,20.456515,12208,705669,0.432,1784.255, , , , 
ipc6,elevator,instance-16,sas_plan.2,108,396,26,3570,4,2,0.299012,0.675984,0.299012,396,31.623169,0.404492,43.166704,0.404762,62.634887,19178,1276772,0.331,1799.593, , , , 
ipc6,elevator,instance-16,sas_plan.3,101,327,26,3570,4,2,0.344259,0.53188,0.344259,327,20.932354,0.357864,25.631543,0.357864,40.819544,15866,1022024,0.419,1039.089, , , , 
ipc6,elevator,instance-16,sas_plan.4,98,278,26,3570,4,2,0.359211,0.495953,0.359211,278,17.438913,0.359211,18.814818,0.359211,35.89382,15202,934450,0.359,85.306, , , , 
ipc6,elevator,instance-16,sas_plan.5,91,234,26,3570,4,2,0.319459,0.39998,0.319459,234,13.599467,0.319459,15.003411,0.319459,28.254823,13190,748107,0.323,40.965, , , , 
ipc6,elevator,instance-17,sas_plan.1,105,543,28,3946,4,2,0.408528,0.543993,0.408528,543,18.29081,0.456882,22.338773,0.456882,28.633877,14237,980697,0.446,1799.817, , , , 
ipc6,elevator,instance-18,sas_plan.1,114,501,30,4322,4,2,0.43388,0.75583,0.43388,501,25.665989,0.475708,35.293537,0.475708,47.518104,21851,1452432,0.487,1799.202, , , , 
ipc6,elevator,instance-19,sas_plan.1,135,532,32,4698,4,2,0.246298,1.331934,0.246298,532,117.092089,0.266917,146.731182,0.266917,199.993697,34477,2469435,0.333,1799.848, , , , 
ipc6,elevator,instance-2,sas_plan.1,27,78,13,582,4,2,0.34,0.015616,0.34,78,0.049479,0.386667,0.10359,0.387681,0.174551,814,9865,0.34,0.606,11533,117278,0.403,1799.685
ipc6,elevator,instance-2,sas_plan.1,27,78,13,582,4,2,0.34,0.015616,0.34,78,0.049479,0.386667,0.10359,0.387681,0.174551,814,9865,0.34,0.606,11533,117278,0.403,1799.685
ipc6,elevator,instance-2,sas_plan.2,27,77,13,582,4,2,0.156667,0.016005,0.156667,77,0.067989,0.17,0.107989,0.17,0.164193,802,9867,0.23,0.677,11533,117278,0.41,1799.801
ipc6,elevator,instance-2,sas_plan.2,27,77,13,582,4,2,0.156667,0.016005,0.156667,77,0.067989,0.17,0.107989,0.17,0.164193,802,9867,0.23,0.677,11533,117278,0.41,1799.801
ipc6,elevator,instance-2,sas_plan.3,26,73,13,582,4,2,0.376812,0.011999,0.376812,73,0.039943,0.376812,0.05991,0.376812,0.087849,906,16609,0.377,0.629,10672,107851,0.395,1799.612
ipc6,elevator,instance-2,sas_plan.3,26,73,13,582,4,2,0.376812,0.011999,0.376812,73,0.039943,0.376812,0.05991,0.376812,0.087849,906,16609,0.377,0.629,10672,107851,0.395,1799.612
ipc6,elevator,instance-2,sas_plan.4,25,67,13,582,4,2,0.130435,0.012002,0.130435,67,0.055916,0.324111,0.075915,0.324111,0.111435,697,8017,0.273,0.568,9904,99323,0.383,1799.52
ipc6,elevator,instance-2,sas_plan.4,25,67,13,582,4,2,0.130435,0.012002,0.130435,67,0.055916,0.324111,0.075915,0.324111,0.111435,697,8017,0.273,0.568,9904,99323,0.383,1799.52
ipc6,elevator,instance-2,sas_plan.5,24,62,13,582,4,2,0.134199,0.012,0.134199,62,0.047966,0.333333,0.067933,0.333333,0.09935,654,7251,0.273,0.616,9223,91643,0.316,1799.436
ipc6,elevator,instance-2,sas_plan.5,24,62,13,582,4,2,0.134199,0.012,0.134199,62,0.047966,0.333333,0.067933,0.333333,0.09935,654,7251,0.273,0.616,9223,91643,0.316,1799.436
ipc6,elevator,instance-2,sas_plan.6,24,59,13,582,4,2,0.272727,0.012,0.272727,59,0.03593,0.272727,0.047931,0.272727,0.075818,644,7217,0.273,0.534,9223,91643,0.316,1799.465
ipc6,elevator,instance-2,sas_plan.6,24,59,13,582,4,2,0.272727,0.012,0.272727,59,0.03593,0.272727,0.047931,0.272727,0.075818,644,7217,0.273,0.534,9223,91643,0.316,1799.465
ipc6,elevator,instance-2,sas_plan.7,23,54,13,582,4,2,0.257143,0.01489,0.257143,54,0.035971,0.257143,0.051971,0.257143,0.075972,601,6323,0.257,0.533,8623,84760,0.29,1799.434
ipc6,elevator,instance-2,sas_plan.7,23,54,13,582,4,2,0.257143,0.01489,0.257143,54,0.035971,0.257143,0.051971,0.257143,0.075972,601,6323,0.257,0.533,8623,84760,0.29,1799.434
ipc6,elevator,instance-2,sas_plan.8,23,53,13,582,4,2,0.1,0.012,0.1,53,0.048134,0.1,0.060605,0.1,0.09395,582,6251,0.1,0.537,8623,84760,0.1,1799.465
ipc6,elevator,instance-2,sas_plan.8,23,53,13,582,4,2,0.1,0.012,0.1,53,0.048134,0.1,0.060605,0.1,0.09395,582,6251,0.1,0.537,8623,84760,0.1,1799.465
ipc6,elevator,instance-20,sas_plan.1,120,619,34,5074,4,2,0.522526,0.823814,0.522526,619,22.498442,0.548167,31.086076,0.548167,53.307303,21848,1686567,0.582,1799.649, , , , 
ipc6,elevator,instance-21,sas_plan.1,77,259,22,4910,5,2,0.341261,0.25181,0.341261,259,4.403465,0.361802,7.463261,0.361802,11.49176,7854,446577,0.356,18.115, , , , 
ipc6,elevator,instance-22,sas_plan.1,98,411,25,6062,5,2,0.286842,0.479945,0.286842,411,18.875394,0.330921,24.199266,0.330921,34.480868,12143,922713,0.313,74.637, , , , 
ipc6,elevator,instance-23,sas_plan.1,109,502,28,7214,5,2,0.427262,0.635866,0.427262,502,17.655881,0.443484,24.778712,0.443484,35.916968,14628,1120544,0.45,918.194, , , , 
ipc6,elevator,instance-24,sas_plan.1,149,962,31,8366,5,2,0.412357,1.567739,0.412357,962,79.735505,0.487653,110.766149,0.487653,142.956792,26672,3259257,0.428,1800.287, , , , 
ipc6,elevator,instance-25,sas_plan.1,170,902,34,9518,5,2,0.38523,2.511947,0.38523,902,186.341378,0.424865,318.712993,0.4271,370.253922, , , , , , , , 
ipc6,elevator,instance-26,sas_plan.1,158,741,37,10670,5,2,0.307692,2.247966,0.313069,741,211.145059,0.367742,254.000154,0.36925,323.007179,34783,3908118,0.206,1799.804, , , , 
ipc6,elevator,instance-27,sas_plan.1,186,1071,40,11822,5,2,0.445296,3.500309,0.445296,1071,241.060592,0.449929,363.125596,0.450625,542.982428, , , , , , , , 
ipc6,elevator,instance-28,sas_plan.1,206,1015,43,12974,5,2,0.386603,5.203914,0.386603,1015,551.973022,0.439583,707.344338,0.439583,991.237326, , , , , , , , 
ipc6,elevator,instance-29,sas_plan.1,200,896,46,14126,5,2,0.388197,4.643766,0.388197,896,540.80737,0.433472,720.426817,0.441206,1443.812498, , , , , , , , 
ipc6,elevator,instance-3,sas_plan.1,24,129,14,682,4,2,0.761905,0.014179,0.761905,129,0.024817,0.761905,0.032817,0.761905,0.048728,465,4693,0.762,0.53,8008,83556,0.775,1799.462
ipc6,elevator,instance-3,sas_plan.1,24,129,14,682,4,2,0.761905,0.014179,0.761905,129,0.024817,0.761905,0.032817,0.761905,0.048728,465,4693,0.762,0.53,8008,83556,0.775,1799.462
ipc6,elevator,instance-3,sas_plan.2,38,127,14,682,4,2,0.234921,0.029656,0.234921,127,0.30155,0.430159,0.505545,0.430159,0.669167,2097,53254,0.338,1.543,28033,291436,0.429,1799.564
ipc6,elevator,instance-3,sas_plan.2,38,127,14,682,4,2,0.234921,0.029656,0.234921,127,0.30155,0.430159,0.505545,0.430159,0.669167,2097,53254,0.338,1.543,28033,291436,0.429,1799.564
ipc6,elevator,instance-3,sas_plan.3,30,124,14,682,4,2,0.489418,0.015444,0.489418,124,0.058433,0.55291,0.094711,0.55291,0.134709,1178,25575,0.489,0.657,14863,153996,0.574,1799.861
ipc6,elevator,instance-3,sas_plan.3,30,124,14,682,4,2,0.489418,0.015444,0.489418,124,0.058433,0.55291,0.094711,0.55291,0.134709,1178,25575,0.489,0.657,14863,153996,0.574,1799.861
ipc6,elevator,instance-3,sas_plan.4,33,93,14,682,4,2,0.141935,0.019999,0.141935,93,0.151947,0.305376,0.239942,0.309677,0.551378,1523,34542,0.189,0.92,20143,205836,0.359,1799.142
ipc6,elevator,instance-3,sas_plan.4,33,93,14,682,4,2,0.141935,0.019999,0.141935,93,0.151947,0.305376,0.239942,0.309677,0.551378,1523,34542,0.189,0.92,20143,205836,0.359,1799.142
ipc6,elevator,instance-3,sas_plan.5,32,82,14,682,4,2,0.202299,0.019685,0.202299,82,0.115653,0.202299,0.155654,0.202299,0.255645,1414,31398,0.202,0.75,18946,192352,0.338,1800
ipc6,elevator,instance-3,sas_plan.5,32,82,14,682,4,2,0.202299,0.019685,0.202299,82,0.115653,0.202299,0.155654,0.202299,0.255645,1414,31398,0.202,0.75,18946,192352,0.338,1800
ipc6,elevator,instance-3,sas_plan.6,30,72,14,682,4,2,0.12963,0.020021,0.12963,72,0.103904,0.12963,0.131901,0.12963,0.215881,1286,25976,0.13,0.76,16885,168612,0.251,1799.876
ipc6,elevator,instance-3,sas_plan.6,30,72,14,682,4,2,0.12963,0.020021,0.12963,72,0.103904,0.12963,0.131901,0.12963,0.215881,1286,25976,0.13,0.76,16885,168612,0.251,1799.876
ipc6,elevator,instance-3,sas_plan.7,32,70,14,682,4,2,0.068966,0.01999,0.068966,70,0.15191,0.068966,0.19191,0.068966,0.323846,1406,31377,0.069,0.694,20462,203548,0.368,1799.013
