contest,domain,problem,plan,initial_actions,initial_cost,variables,operators,a_variable,a_cluster,sd_flex,sd_time,bsd1_flex,bsd1_cost,bsd1_time,bd_flex,bd_time,t_bsd2_flex,t_bsd2_time,mr_props,mr_clauses,t_mr_flex,t_mr_time,mrr_props,mrr_clauses,t_mrr_flex,t_mrr_time
ipc1,grid-round-2,instance-1,sas_plan.1,16,16,19,2386,0,0,0,0.024,0,14,0.032,0,0.04,0,0.048,337,3056,0,0.805, , , , 
ipc1,grid-round-2,instance-2,sas_plan.1,34,34,20,4142,0,0,0.002016,0.059972,0.002016,32,0.183962,0.002016,0.223952,0.002016,0.355932,1355,36839,0.002,1.55, , , , 
ipc1,grid-round-2,instance-2,sas_plan.2,29,29,20,4142,0,0,0.002849,0.056004,0.002849,27,0.127981,0.002849,0.151985,0.002849,0.227968,994,22662,0.003,1.403,19390,556461,0.006,1799.928
ipc1,grid-round-2,instance-2,sas_plan.3,28,28,20,4142,0,0,0,0.053247,0,26,0.111739,0,0.131717,0,0.191378,927,20353,0,1.524,18466,525871,0.003,1799.145
ipc1,grid-round-2,instance-3,sas_plan.1,77,77,23,6718,0,0,0,0.271992,0,75,6.599899,0,7.543887,0,13.883698,7419,444904,0,1799.434, , , , 
ipc1,grid-round-2,instance-3,sas_plan.2,64,64,23,6718,0,0,0,0.191989,0,62,3.00789,0,3.499828,0,6.323596,5401,255189,0,784.222, , , , 
ipc1,grid-round-2,instance-3,sas_plan.3,60,60,23,6718,0,0,0,0.16398,0,58,2.647323,0,3.031112,0,5.534696,4813,210180,0,128.237, , , , 
ipc1,grid-round-2,instance-3,sas_plan.4,56,56,23,6718,0,0,0,0.147984,0,54,1.711912,0.251572,2.095902,0.251572,2.552877,3945,169625,0,33.716, , , , 
ipc1,grid-round-2,instance-4,sas_plan.1,51,51,22,10384,0,0,0,0.159975,0,49,0.867894,0,0.999893,0,1.707849,2972,126627,0,3.881, , , , 
ipc1,grid-round-2,instance-4,sas_plan.2,42,42,22,10384,0,0,0,0.135386,0,40,0.410302,0,0.478303,0,0.746224,1973,69917,0,2.03, , , , 
ipc1,grid-round-2,instance-4,sas_plan.3,40,40,22,10384,0,0,0,0.127999,0,38,0.324342,0,0.375405,0,0.575397,1778,60190,0,1.987, , , , 
ipc1,grid-round-2,instance-4,sas_plan.4,38,38,22,10384,0,0,0,0.127987,0,36,0.299972,0,0.347971,0,0.515971,1642,51584,0,2.123, , , , 
ipc1,grid-round-2,instance-5,sas_plan.1,169,169,35,15188,0,0,0,2.646495,0,167,211.532769,0.002814,232.42457,0.002814,305.676504, , , , , , , , 
ipc1,grid-round-2,instance-5,sas_plan.2,140,140,35,15188,0,0,0,1.491759,0,138,93.959875,0.001375,101.999144,0.001375,155.140932,23718,2701825,0,1799.575, , , , 
ipc1,grid-round-2,instance-5,sas_plan.3,137,137,35,15188,0,0,0,1.482748,0,135,86.252509,0.000442,92.859479,0.000442,174.720783,20903,2524002,0,1799.507, , , , 
ipc1,gripper-round-1,instance-1,sas_plan.1,13,13,7,36,1,1,0.072727,0.003003,0.072727,11,0.007909,0.072727,0.016006,0.072727,0.021477,260,2119,0.073,0.932,1192,11316,0.073,1.862
ipc1,gripper-round-1,instance-10,sas_plan.1,67,67,25,180,1,1,0.010577,0.193854,0.010577,65,16.817717,0.789423,18.593571,0.789423,19.213198, , , , , , , , 
ipc1,gripper-round-1,instance-11,sas_plan.1,73,73,27,196,1,1,0.009658,0.255659,0.009658,71,26.88595,0.806439,29.608035,0.806439,30.439575,19570,428439,0.01,1799.964, , , , 
ipc1,gripper-round-1,instance-12,sas_plan.1,79,79,29,212,1,1,0.008886,0.335993,0.008886,77,41.404281,0.820916,44.959994,0.820916,46.023798,24295,544639,0.009,1800.915, , , , 
ipc1,gripper-round-1,instance-13,sas_plan.1,85,85,31,228,1,1,0.008228,0.443973,0.008228,83,62.496992,0.833382,67.619756,0.833382,68.995162,29720,680167,0.008,1799.99, , , , 
ipc1,gripper-round-1,instance-14,sas_plan.1,91,91,33,244,1,1,0.007661,0.555216,0.007661,89,91.310648,0.844229,97.870493,0.844229,99.604746,35893,836511,0.008,1799.162, , , , 
ipc1,gripper-round-1,instance-15,sas_plan.1,97,97,35,260,1,1,0.007167,0.703366,0.007167,95,129.577354,0.853751,138.649193,0.853751,140.836662,42862,1015159,0.007,1799.314, , , , 
ipc1,gripper-round-1,instance-16,sas_plan.1,103,103,37,276,1,1,0.006733,0.895541,0.006733,101,181.756056,0.862178,193.043867,0.862178,195.752374,50675,1217599,0.007,1799.264, , , , 
ipc1,gripper-round-1,instance-17,sas_plan.1,109,109,39,292,1,1,0.006348,1.082722,0.006348,107,248.204609,0.869688,263.311657,0.869688,266.631981,59380,1445319,0.006,1800.029, , , , 
ipc1,gripper-round-1,instance-18,sas_plan.1,115,115,41,308,1,1,0.006005,1.323544,0.006005,113,335.607587,0.876422,354.347429,0.876422,358.409559,69025,1699807,0.006,1800.15, , , , 
ipc1,gripper-round-1,instance-19,sas_plan.1,121,121,43,324,1,1,0.005697,1.604885,0.005697,119,445.09065,0.882495,469.28132,0.882495,474.1597, , , , , , , , 
ipc1,gripper-round-1,instance-2,sas_plan.1,19,19,9,52,1,1,0.044118,0.002492,0.044118,17,0.029814,0.308824,0.043973,0.308824,0.061338,625,6879,0.044,1.171, , , , 
ipc1,gripper-round-1,instance-20,sas_plan.1,127,127,45,340,1,1,0.005419,1.955005,0.005419,125,609.048097,0.888,639.259746,0.888,645.454522,91327,2295039,0.005,1800.129, , , , 
ipc1,gripper-round-1,instance-3,sas_plan.1,25,25,11,68,1,1,0.031621,0.010663,0.031621,23,0.10739,0.458498,0.165833,0.458498,0.196705,1210,16087,0.032,29.339,6662,74574,0.032,1799.934
ipc1,gripper-round-1,instance-4,sas_plan.1,31,31,13,84,1,1,0.024631,0.017755,0.024631,29,0.283844,0.55665,0.372889,0.55665,0.427668,2063,31231,0.025,1799.868,12079,140301,0.025,1799.275
ipc1,gripper-round-1,instance-5,sas_plan.1,37,37,15,100,1,1,0.020168,0.025757,0.020168,35,0.685639,0.62521,0.880877,0.62521,0.97256,3232,53799,0.02,1799.191, , , , 
ipc1,gripper-round-1,instance-6,sas_plan.1,43,43,17,116,1,1,0.017073,0.042069,0.017073,41,1.477798,0.67561,1.781619,0.67561,1.925465,4765,85279,0.017,1799.028, , , , 
ipc1,gripper-round-1,instance-7,sas_plan.1,49,49,19,132,1,1,0.014801,0.065425,0.014801,47,2.996308,0.714154,3.547828,0.714154,3.767565,6710,127159,0.015,1799.354, , , , 
ipc1,gripper-round-1,instance-8,sas_plan.1,55,55,21,148,1,1,0.013062,0.095962,0.013062,53,5.571524,0.744557,6.347494,0.744557,6.659364,9115,180927,0.013,1799.773, , , , 
ipc1,gripper-round-1,instance-9,sas_plan.1,61,61,23,164,1,1,0.011689,0.139869,0.011689,59,9.867276,0.769141,11.187206,0.769141,11.63467,12028,248071,0.012,1799.143, , , , 
ipc1,logistics-round-1,instance-1,sas_plan.1,29,29,14,362,8,2,0.282051,0.014247,0.282051,27,0.070079,0.307692,0.114079,0.307692,0.211521,975,22602,0.291,0.727,30869,508764,0.598,1799.289
ipc1,logistics-round-1,instance-1,sas_plan.2,28,28,14,362,8,2,0.295385,0.011998,0.295385,26,0.067893,0.295385,0.087892,0.295385,0.147766,896,20249,0.295,0.749,28088,471537,0.388,1799.184
ipc1,logistics-round-1,instance-10,sas_plan.1,115,115,44,6764,27,2,0.710967,0.640022,0.710967,113,5.23287,0.753635,16.189156,0.753635,42.799074,13788,1433785,0.716,14.358, , , , 
ipc1,logistics-round-1,instance-11,sas_plan.1,33,33,36,1514,28,1,0.449462,0.027989,0.449462,31,0.139215,0.449462,0.183179,0.449462,0.297797,1208,31513,0.523,1.55,69928,1216327,0.796,1799.465
ipc1,logistics-round-1,instance-11,sas_plan.2,32,32,36,1514,28,1,0.655172,0.028001,0.655172,30,0.103574,0.655172,0.127413,0.655172,0.212064,1026,23338,0.655,1.416,64781,1147355,0.655,1799.371
ipc1,logistics-round-1,instance-12,sas_plan.1,43,43,69,11610,64,2,0.758537,0.123989,0.758537,41,0.38414,0.759756,0.504128,0.759756,1.669378,1945,68173,0.759,1.924, , , , 
ipc1,logistics-round-1,instance-13,sas_plan.1,79,79,46,13690,38,2,0.684894,0.296006,0.684894,77,1.61632,0.722146,3.76831,0.722146,21.391226,5994,356321,0.686,6.466, , , , 
ipc1,logistics-round-1,instance-13,sas_plan.2,78,78,46,13690,38,2,0.689474,0.283998,0.689474,76,1.377125,0.689474,1.913084,0.689474,3.046455,5744,341140,0.689,4.603, , , , 
ipc1,logistics-round-1,instance-13,sas_plan.3,76,76,46,13690,38,2,0.704184,0.271952,0.704184,74,1.248432,0.704184,1.580436,0.704184,2.661547,5340,312374,0.704,3.308, , , , 
ipc1,logistics-round-1,instance-13,sas_plan.4,75,75,46,13690,38,2,0.691781,0.268003,0.691781,73,1.244294,0.692161,1.908282,0.692161,5.106594,5178,298743,0.692,3.761, , , , 
ipc1,logistics-round-1,instance-14,sas_plan.1,101,101,74,7892,55,2,0.82148,0.495932,0.82148,99,2.289525,0.825191,4.836949,0.825191,13.959537,8858,665154,0.83,7.563, , , , 
ipc1,logistics-round-1,instance-14,sas_plan.2,98,98,74,7892,55,2,0.717544,0.458835,0.717544,96,3.894238,0.717544,5.294206,0.717544,8.656934,8004,555573,0.718,5.247, , , , 
ipc1,logistics-round-1,instance-15,sas_plan.1,100,100,26,1622,12,2,0.506207,0.395993,0.506207,98,10.81868,0.517989,15.370607,0.517989,24.902133,10370,915643,0.507,9.846, , , , 
ipc1,logistics-round-1,instance-16,sas_plan.1,58,58,72,5930,65,2,0.647403,0.139907,0.649351,56,1.163491,0.649351,1.32349,0.649351,2.147657,3358,161465,0.647,1.495, , , , 
ipc1,logistics-round-1,instance-17,sas_plan.1,46,46,58,2812,50,2,0.571882,0.071992,0.571882,44,0.574283,0.571882,0.654257,0.571882,1.147679,2067,73097,0.572,1.065, , , , 
ipc1,logistics-round-1,instance-18,sas_plan.1,183,183,60,24482,40,2,0.887354,2.583665,0.887354,181,13.067759,0.893063,59.061902,0.89311,694.490126,31587,5034324,0.892,32.858, , , , 
ipc1,logistics-round-1,instance-18,sas_plan.2,182,182,60,24482,40,2,0.887027,2.67971,0.887027,180,12.237484,0.892799,58.361035,0.89285,693.696988,31052,4887275,0.891,34.147, , , , 
ipc1,logistics-round-1,instance-18,sas_plan.3,181,181,60,24482,40,2,0.884753,2.539884,0.884753,179,12.511589,0.889775,53.102442,0.889799,640.461016,32084,5272790,0.888,32.101, , , , 
ipc1,logistics-round-1,instance-18,sas_plan.4,175,175,60,24482,40,2,0.893937,2.37594,0.894341,173,25.805893,0.896357,46.401161,0.896357,113.619206,28364,4252521,0.896,26.917, , , , 
ipc1,logistics-round-1,instance-19,sas_plan.1,167,167,60,14762,41,1,0.770658,1.943697,0.771397,165,32.47472,0.78714,59.474141,0.78714,732.568363,25833,3646853,0.794,35.879, , , , 
ipc1,logistics-round-1,instance-19,sas_plan.2,165,165,60,14762,41,1,0.769371,1.939776,0.770507,163,70.14054,0.783761,88.882612,0.783761,726.646714,22723,2793743,0.785,18.056, , , , 
ipc1,logistics-round-1,instance-19,sas_plan.3,164,164,60,14762,41,1,0.772947,1.983908,0.773714,162,30.38185,0.786979,47.777644,0.786979,674.182457,24826,3437480,0.788,25.549, , , , 
ipc1,logistics-round-1,instance-19,sas_plan.4,159,159,60,14762,41,1,0.773395,1.711963,0.773804,157,39.365189,0.773804,44.157108,0.773804,63.784547,23371,3152699,0.773,14.317, , , , 
ipc1,logistics-round-1,instance-2,sas_plan.1,35,35,19,982,14,2,0.748106,0.023995,0.748106,33,0.075736,0.748106,0.107679,0.748106,0.163294,1231,31700,0.748,0.89,59701,1234301,0.828,1799.56
ipc1,logistics-round-1,instance-20,sas_plan.1,166,166,50,20156,34,2,0.840416,1.98394,0.840416,164,15.248334,0.876178,81.219292,0.87731,682.759585,26353,3729740,0.864,353.106, , , , 
ipc1,logistics-round-1,instance-21,sas_plan.1,113,113,64,17172,53,2,0.822113,0.771976,0.822113,111,4.678632,0.845209,9.842032,0.845209,466.418418,10427,822718,0.83,7.708, , , , 
ipc1,logistics-round-1,instance-21,sas_plan.2,112,112,64,17172,53,2,0.825188,0.787956,0.825188,110,4.291265,0.828691,8.407155,0.828691,29.915068,10623,872135,0.826,6.531, , , , 
ipc1,logistics-round-1,instance-21,sas_plan.3,111,111,64,17172,53,2,0.826368,0.751672,0.826368,109,4.255102,0.829426,6.591074,0.829426,18.479948,9946,769785,0.827,6.272, , , , 
ipc1,logistics-round-1,instance-22,sas_plan.1,324,324,116,40382,80,2,0.792225,16.11912,0.792303,322,311.846418,0.804299,1445.215391,0.804556,1800, , , , , , , , 
ipc1,logistics-round-1,instance-22,sas_plan.2,321,321,116,40382,80,2,0.781767,15.407197,0.782378,319,810.118223,0.793458,1670.167184,0.793458,1800, , , , , , , , 
ipc1,logistics-round-1,instance-23,sas_plan.1,127,127,53,3978,32,2,0.657936,0.851981,0.658065,125,16.373949,0.685419,29.949277,0.685419,61.397003,16199,1818934,0.69,1799.197, , , , 
ipc1,logistics-round-1,instance-23,sas_plan.2,119,119,53,3978,32,2,0.721633,0.711979,0.721633,117,6.505306,0.724727,10.485172,0.724727,18.032629,14079,1483809,0.742,8.567, , , , 
ipc1,logistics-round-1,instance-24,sas_plan.1,44,44,66,13466,62,2,0.692218,0.123983,0.692218,42,0.585174,0.703833,0.72917,0.703833,2.784759,1706,46904,0.692,1.097, , , , 
ipc1,logistics-round-1,instance-24,sas_plan.2,43,43,66,13466,62,2,0.667073,0.123999,0.667073,41,0.589272,0.667073,0.657267,0.667073,1.118272,1611,43110,0.667,1.099, , , , 
ipc1,logistics-round-1,instance-25,sas_plan.1,210,210,60,39860,42,2,0.896832,4.139808,0.896832,208,18.194616,0.90236,101.659617,0.902631,467.446784,30635,3998770,0.903,31.633, , , , 
ipc1,logistics-round-1,instance-26,sas_plan.1,220,220,139,23510,108,2,0.547288,6.107833,0.548725,218,337.544187,0.623261,558.255892,0.623261,1445.603949, , , , , , , , 
ipc1,logistics-round-1,instance-26,sas_plan.2,219,219,139,23510,108,2,0.544547,6.243516,0.544547,217,209.56762,0.619773,435.932869,0.619773,1311.695753, , , , , , , , 
ipc1,logistics-round-1,instance-27,sas_plan.1,163,163,54,24906,37,2,0.738975,1.811961,0.738975,161,25.990036,0.769332,72.453352,0.772091,561.851235,18697,1813948,0.764,27.543, , , , 
ipc1,logistics-round-1,instance-27,sas_plan.2,162,162,54,24906,37,2,0.782862,1.975953,0.782862,160,20.120752,0.798978,61.339726,0.798978,346.405381,19626,2059008,0.785,25.753, , , , 
ipc1,logistics-round-1,instance-27,sas_plan.3,161,161,54,24906,37,2,0.753602,1.771846,0.753602,159,23.448652,0.771356,63.83582,0.771356,335.212979,18361,1784280,0.756,18.31, , , , 
ipc1,logistics-round-1,instance-27,sas_plan.4,159,159,54,24906,37,2,0.752981,1.727939,0.752981,157,19.874329,0.778948,58.18862,0.78172,414.79059,17735,1694628,0.771,16.296, , , , 
ipc1,logistics-round-1,instance-28,sas_plan.1,316,316,118,115138,88,2,0.734438,15.371138,0.734885,314,1800,0.734885,1800,0.734885,1800, , , , , , , , 
ipc1,logistics-round-1,instance-29,sas_plan.1,343,343,101,44018,56,2,0.856598,17.081442,0.856598,341,204.355067,0.877281,1054.321435,0.877281,1800, , , , , , , , 
ipc1,logistics-round-1,instance-3,sas_plan.1,58,58,25,2186,18,2,0.788961,0.086742,0.792593,55,0.500542,0.792593,0.624541,0.792593,0.851177,3217,144533,0.789,1.386, , , , 
ipc1,logistics-round-1,instance-3,sas_plan.2,57,57,25,2186,18,2,0.666667,0.083965,0.666667,55,0.42634,0.666667,0.558331,0.666667,0.901296,3107,136459,0.667,1.347, , , , 
ipc1,logistics-round-1,instance-3,sas_plan.3,56,56,25,2186,18,2,0.654088,0.083973,0.654088,54,0.414503,0.654088,0.538497,0.654088,0.86877,3053,133994,0.654,2.45, , , , 
ipc1,logistics-round-1,instance-30,sas_plan.1,150,150,98,42728,83,2,0.687443,1.839923,0.68827,148,44.277773,0.709597,63.856889,0.709597,167.220187,16911,1658614,0.708,20.206, , , , 
ipc1,logistics-round-1,instance-4,sas_plan.1,67,67,35,3256,28,2,0.778365,0.129022,0.778365,65,0.537698,0.789423,1.669356,0.789423,4.240594,4524,248834,0.78,3.27, , , , 
ipc1,logistics-round-1,instance-4,sas_plan.2,65,65,35,3256,28,2,0.767537,0.127999,0.767537,63,0.509967,0.77829,1.349931,0.77829,3.21755,4183,218436,0.769,2.829, , , , 
ipc1,logistics-round-1,instance-4,sas_plan.3,63,63,35,3256,28,2,0.760656,0.119992,0.760656,61,0.474062,0.769945,0.99392,0.769945,2.262984,3896,197360,0.761,2.656, , , , 
ipc1,logistics-round-1,instance-4,sas_plan.4,62,62,35,3256,28,2,0.619774,0.115999,0.619774,60,0.606094,0.619774,0.766094,0.619774,1.256233,3515,162052,0.62,2.223, , , , 
ipc1,logistics-round-1,instance-5,sas_plan.1,25,25,16,344,12,2,0.316206,0.012005,0.316206,23,0.047772,0.316206,0.05977,0.316206,0.099635,686,13175,0.316,1.168, , , , 
ipc1,logistics-round-1,instance-5,sas_plan.2,24,24,16,344,12,2,0.320346,0.008001,0.320346,22,0.043972,0.320346,0.051915,0.320346,0.087876,610,10616,0.32,1.128, , , , 
ipc1,logistics-round-1,instance-6,sas_plan.1,78,78,38,3726,28,2,0.580702,0.211999,0.580702,76,1.286276,0.580702,2.138254,0.580702,17.720225,5516,320433,0.656,4.712, , , , 
ipc1,logistics-round-1,instance-7,sas_plan.1,37,37,23,1740,17,2,0.754622,0.029589,0.754622,35,0.107127,0.754622,0.143912,0.754622,0.218835,1490,44911,0.755,1.48,80854,1819784,0.825,1799.571
ipc1,logistics-round-1,instance-7,sas_plan.2,36,36,23,1740,17,2,0.714795,0.027989,0.714795,34,0.103352,0.714795,0.135352,0.714795,0.214665,1413,41248,0.715,1.448,75446,1734456,0.8,1799.692
ipc1,logistics-round-1,instance-8,sas_plan.1,48,48,43,3868,37,2,0.658937,0.075993,0.676328,46,0.461616,0.733333,0.693574,0.733333,1.903981,2229,74960,0.671,2.369, , , , 
ipc1,logistics-round-1,instance-8,sas_plan.2,47,47,43,3868,37,2,0.524242,0.07199,0.524242,45,0.394375,0.581818,0.54237,0.581818,1.421846,1862,50808,0.537,1.903, , , , 
ipc1,logistics-round-1,instance-8,sas_plan.3,46,46,43,3868,37,2,0.711416,0.067986,0.711416,44,0.258499,0.711416,0.326497,0.711416,0.518872,1572,35354,0.711,1.494, , , , 
ipc1,logistics-round-1,instance-8,sas_plan.4,45,45,43,3868,37,2,0.516058,0.067978,0.516058,43,0.3422,0.516058,0.410196,0.516058,0.688239,1683,44802,0.516,0.961, , , , 
ipc1,logistics-round-1,instance-9,sas_plan.1,100,100,44,6370,32,2,0.783295,0.439991,0.783295,98,2.383031,0.792131,6.502867,0.792955,63.261838,8386,587101,0.783,3.715, , , , 
ipc1,logistics-round-1,instance-9,sas_plan.2,99,99,44,6370,32,2,0.78329,0.447888,0.78329,97,2.426829,0.792526,6.518115,0.793421,63.694053,8117,552518,0.783,3.613, , , , 
ipc1,logistics-round-1,instance-9,sas_plan.3,98,98,44,6370,32,2,0.797588,0.407978,0.797588,96,2.123341,0.809649,5.11928,0.809649,57.612136,7935,532583,0.799,3.266, , , , 
ipc1,logistics-round-1,instance-9,sas_plan.4,90,90,44,6370,32,2,0.556688,0.351987,0.556688,88,4.554905,0.561912,6.842851,0.567495,15.221026,6920,434182,0.602,3.744, , , , 
ipc1,logistics-round-2,instance-1,sas_plan.1,16,16,10,172,7,2,0.648352,0.002652,0.648352,14,0.010652,0.648352,0.010652,0.648352,0.018652,241,1739,0.648,0.65,6582,121076,0.648,1.747
ipc1,logistics-round-2,instance-1,sas_plan.2,15,15,10,172,7,2,0.589744,0.004535,0.589744,13,0.010476,0.589744,0.013909,0.589744,0.02039,227,1634,0.59,0.719,5672,107566,0.59,1.208
ipc1,logistics-round-2,instance-2,sas_plan.1,22,22,10,110,7,2,0.305263,0.005095,0.305263,20,0.029087,0.305263,0.036993,0.305263,0.060993,570,9699,0.305,0.705,13033,181051,0.374,507.747
ipc1,logistics-round-2,instance-3,sas_plan.1,29,29,17,320,10,2,0.584046,0.015303,0.584046,27,0.062796,0.584046,0.090706,0.584046,0.142544,940,21059,0.584,0.728,31704,428733,0.621,1799.046
ipc1,logistics-round-2,instance-4,sas_plan.1,54,54,22,750,16,2,0.631976,0.063982,0.634238,52,0.545104,0.647813,0.869104,0.647813,1.701659,3061,139163,0.653,1.611, , , , 
ipc1,logistics-round-2,instance-4,sas_plan.2,53,53,22,750,16,2,0.519216,0.064,0.521569,51,0.639366,0.521569,0.795354,0.521569,1.174923,2897,126176,0.54,1.424, , , , 
ipc1,logistics-round-2,instance-5,sas_plan.1,33,33,21,678,16,2,0.354839,0.023812,0.354839,31,0.1229,0.354839,0.150881,0.354839,0.246889,1153,29513,0.355,0.898,53894,1227974,0.462,1799.279
ipc1,logistics-round-2,instance-5,sas_plan.2,32,32,21,678,16,2,0.365517,0.02,0.365517,30,0.107711,0.365517,0.13171,0.365517,0.227461,1078,26734,0.366,1.406,49868,1163149,0.455,1799.778
ipc1,movie-round-1,instance-1,sas_plan.1,10,10,7,29,7,1,0.964286,0.000754,0.964286,8,0.001518,0.964286,0.001518,0.964286,0.001518, , , , , , , , 
ipc1,movie-round-1,instance-1,sas_plan.2,9,9,7,29,7,1,0.952381,0.000478,0.952381,7,0.000478,0.952381,0.000478,0.952381,0.004478, , , , , , , , 
ipc1,movie-round-1,instance-10,sas_plan.1,10,10,7,74,7,1,0.964286,0,0.964286,8,0,0.964286,0.004,0.964286,0.004, , , , , , , , 
ipc1,movie-round-1,instance-10,sas_plan.2,9,9,7,74,7,1,0.952381,0.000619,0.952381,7,0.000619,0.952381,0.000619,0.952381,0.003997, , , , , , , , 
ipc1,movie-round-1,instance-11,sas_plan.1,10,10,7,79,7,1,0.964286,0.001118,0.964286,8,0.00266,0.964286,0.004699,0.964286,0.007337, , , , , , , , 
ipc1,movie-round-1,instance-11,sas_plan.2,9,9,7,79,7,1,0.952381,0.000873,0.952381,7,0.001677,0.952381,0.001677,0.952381,0.005677, , , , , , , , 
ipc1,movie-round-1,instance-12,sas_plan.1,10,10,7,84,7,1,0.964286,0.001152,0.964286,8,0.001152,0.964286,0.001152,0.964286,0.005151, , , , , , , , 
ipc1,movie-round-1,instance-12,sas_plan.2,9,9,7,84,7,1,0.952381,0.000698,0.952381,7,0.003084,0.952381,0.00378,0.952381,0.004415, , , , , , , , 
ipc1,movie-round-1,instance-13,sas_plan.1,10,10,7,89,7,1,0.964286,0.001496,0.964286,8,0.001496,0.964286,0.003732,0.964286,0.006281, , , , , , , , 
ipc1,movie-round-1,instance-13,sas_plan.2,9,9,7,89,7,1,0.952381,0.001176,0.952381,7,0.001176,0.952381,0.001176,0.952381,0.005176, , , , , , , , 
ipc1,movie-round-1,instance-14,sas_plan.1,10,10,7,94,7,1,0.964286,0,0.964286,8,0.001813,0.964286,0.001813,0.964286,0.005812, , , , , , , , 
ipc1,movie-round-1,instance-14,sas_plan.2,9,9,7,94,7,1,0.952381,0,0.952381,7,0.001889,0.952381,0.001889,0.952381,0.00588, , , , , , , , 
ipc1,movie-round-1,instance-15,sas_plan.1,10,10,7,99,7,1,0.964286,0,0.964286,8,0.003349,0.964286,0.003349,0.964286,0.007267, , , , , , , , 
ipc1,movie-round-1,instance-15,sas_plan.2,9,9,7,99,7,1,0.952381,0.001395,0.952381,7,0.001395,0.952381,0.001395,0.952381,0.005394, , , , , , , , 
ipc1,movie-round-1,instance-16,sas_plan.1,10,10,7,104,7,1,0.964286,0,0.964286,8,0.002104,0.964286,0.002104,0.964286,0.006051, , , , , , , , 
ipc1,movie-round-1,instance-16,sas_plan.2,9,9,7,104,7,1,0.952381,0,0.952381,7,0.003163,0.952381,0.003163,0.952381,0.003163, , , , , , , , 
ipc1,movie-round-1,instance-17,sas_plan.1,10,10,7,109,7,1,0.964286,0.00087,0.964286,8,0.00087,0.964286,0.004874,0.964286,0.004874, , , , , , , , 
ipc1,movie-round-1,instance-17,sas_plan.2,9,9,7,109,7,1,0.952381,0,0.952381,7,0.002351,0.952381,0.002351,0.952381,0.006351, , , , , , , , 
ipc1,movie-round-1,instance-18,sas_plan.1,10,10,7,114,7,1,0.964286,0,0.964286,8,0.003947,0.964286,0.004266,0.964286,0.007723, , , , , , , , 
ipc1,movie-round-1,instance-18,sas_plan.2,9,9,7,114,7,1,0.952381,0,0.952381,7,0.003762,0.952381,0.003762,0.952381,0.003762, , , , , , , , 
ipc1,movie-round-1,instance-19,sas_plan.1,10,10,7,119,7,1,0.964286,0.00156,0.964286,8,0.00156,0.964286,0.00436,0.964286,0.005497, , , , , , , , 
ipc1,movie-round-1,instance-19,sas_plan.2,9,9,7,119,7,1,0.952381,0.001708,0.952381,7,0.004487,0.952381,0.005276,0.952381,0.008356, , , , , , , , 
ipc1,movie-round-1,instance-2,sas_plan.1,10,10,7,34,7,1,0.964286,0.001429,0.964286,8,0.003222,0.964286,0.003672,0.964286,0.003672, , , , , , , , 
ipc1,movie-round-1,instance-2,sas_plan.2,9,9,7,34,7,1,0.952381,0.000348,0.952381,7,0.002297,0.952381,0.002297,0.952381,0.002297, , , , , , , , 
ipc1,movie-round-1,instance-20,sas_plan.1,10,10,7,124,7,1,0.964286,0.001192,0.964286,8,0.003774,0.964286,0.004819,0.964286,0.006658, , , , , , , , 
ipc1,movie-round-1,instance-20,sas_plan.2,9,9,7,124,7,1,0.952381,0,0.952381,7,0,0.952381,0.003999,0.952381,0.003999, , , , , , , , 
ipc1,movie-round-1,instance-21,sas_plan.1,10,10,7,129,7,1,0.964286,0,0.964286,8,0.003708,0.964286,0.003708,0.964286,0.007707, , , , , , , , 
ipc1,movie-round-1,instance-21,sas_plan.2,9,9,7,129,7,1,0.952381,0,0.952381,7,0.002308,0.952381,0.002308,0.952381,0.006309, , , , , , , , 
ipc1,movie-round-1,instance-22,sas_plan.1,10,10,7,134,7,1,0.964286,0,0.964286,8,0.002033,0.964286,0.002033,0.964286,0.006033, , , , , , , , 
ipc1,movie-round-1,instance-22,sas_plan.2,9,9,7,134,7,1,0.952381,0,0.952381,7,0.003903,0.952381,0.003903,0.952381,0.003903, , , , , , , , 
ipc1,movie-round-1,instance-23,sas_plan.1,10,10,7,139,7,1,0.964286,0,0.964286,8,0.003492,0.964286,0.003492,0.964286,0.007493, , , , , , , , 
ipc1,movie-round-1,instance-23,sas_plan.2,9,9,7,139,7,1,0.952381,0.001373,0.952381,7,0.003863,0.952381,0.003863,0.952381,0.007781, , , , , , , , 
ipc1,movie-round-1,instance-24,sas_plan.1,10,10,7,144,7,1,0.964286,0.001198,0.964286,8,0.001198,0.964286,0.005197,0.964286,0.005197, , , , , , , , 
ipc1,movie-round-1,instance-24,sas_plan.2,9,9,7,144,7,1,0.952381,0,0.952381,7,0.002235,0.952381,0.002235,0.952381,0.006235, , , , , , , , 
ipc1,movie-round-1,instance-25,sas_plan.1,10,10,7,149,7,1,0.964286,0,0.964286,8,0.003697,0.964286,0.003697,0.964286,0.007695, , , , , , , , 
ipc1,movie-round-1,instance-25,sas_plan.2,9,9,7,149,7,1,0.952381,0.000811,0.952381,7,0.004734,0.952381,0.005049,0.952381,0.00873, , , , , , , , 
ipc1,movie-round-1,instance-26,sas_plan.1,10,10,7,154,7,1,0.964286,0,0.964286,8,0.002098,0.964286,0.006098,0.964286,0.006098, , , , , , , , 
